Item_Outlet_Sales,Item_Outlet_Sales_Pred
1636.2440232435586,1838.1914711689287
1409.3559100050632,1271.3680308156409
710.594286492863,2284.7029171998024
2355.184955354296,2296.6610526098984
5857.916204534556,5107.305066248567
1853.2288274714374,1947.5826975187142
733.5982815649983,1302.5908600322437
2273.4251512914398,2828.1682891312366
1499.740110764301,1250.8683891716964
3203.5823024540387,2809.3483180137737
1901.548072610488,1586.6267314616416
1360.7580862359687,1074.08896263354
744.9346748295271,2661.009903696845
2041.9531209711413,1930.1781714603028
867.4715573077029,428.45496181025555
2414.736770802414,2454.90472243644
3269.559034829371,2927.657217057247
3048.980595793892,3534.9278547523404
2713.5056399831124,3252.9930152851757
562.2427628770585,1370.9444660220925
2786.000824164694,2204.5844947203923
3924.856591593203,3321.4982347451887
831.8399058444243,794.8881133427715
318.3393034093429,1377.9654907161687
3121.905998862787,2650.538743609376
580.6462430952778,1943.3702641707832
815.210066066413,577.4049500024637
2718.8761891949193,2521.070867706676
3897.042618535064,3886.4724795842517
1874.316479686572,1683.4519631948597
-96.64385607788105,-407.1523722690764
3049.2841097150063,3673.0256301469553
689.2749655722508,1254.9415548070015
5592.1843098315385,5010.121564005287
2723.229487961744,2313.1348519423227
5413.003000746632,4840.5845900164895
2157.518405054785,2709.855865096313
341.56608398509553,378.908446707507
3259.495543957221,2748.434575708322
2701.150634462809,3175.7838216978535
2015.66384128678,2789.271404846974
341.869597906209,399.3168101411925
2775.0595645795192,2313.26604222052
2022.6334806435598,2835.0330801906834
591.7943178417229,1982.3473091866097
1764.2935128811316,1186.7548473726606
26.837140750941266,-925.5561267942546
3177.7046748209114,2658.995488688014
3951.1893072508337,3537.3215391541007
1954.1490453477552,1980.3093000366305
993.7743578580178,923.3244751465961
1695.745791143484,1118.3907990020082
3116.1111737384917,2720.542367150155
1961.6510276290967,1710.4968806897723
5152.941637338897,4532.81788031513
3203.3244491125347,3092.979651313759
3011.330424896917,2509.421808820065
748.026535153255,70.00509765321385
781.61303776309,3143.83921919278
1384.8268716490309,1334.1955928313196
2296.4240484414668,2148.143252289992
3538.6851884293037,3243.5844694093757
3391.35344562084,3768.291744016451
1507.028501908644,1294.293312942114
2338.395926834078,2143.464585873175
2527.468022482457,2947.7489122069173
2822.0121983369627,2346.261196276577
3926.447828190733,4129.58943320201
3128.5733635347606,2407.127430689779
3714.888585571875,3264.717595968911
3101.381698758866,2949.414439886275
2824.0270200562445,3221.9650109580725
1742.310662468072,2499.2235086801056
3896.7847651935604,3876.082065416259
3846.396978390967,3853.404031245378
2723.8518005028845,2598.1387564099036
350.83203146269244,642.8371033452547
2407.492641862576,2240.7325317101195
711.0246002225352,2720.4196038715872
2233.1778489977273,1815.9958894826188
2464.255671168301,2231.615854737721
1415.8958322592953,2220.231489125498
1575.3719271950354,1621.054938801861
3204.601114597366,2600.778466734168
3012.927953343545,2631.8347544114954
1665.2587034272349,1638.0516199791055
3779.7910006075813,3738.4514925590343
3767.2817947234757,3722.488715422484
839.806041433578,395.3602594210038
684.5650847563459,2083.7518971967315
2723.8518005028845,2562.8590883902784
5697.766655316816,4982.797503788381
2824.0270200562445,3200.684970181812
1380.3753044640896,2031.5146624366164
1889.0611148536968,1447.5759011171617
824.3379235630824,895.1904387362247
2118.48282782194,2002.1519257516877
2022.936994564673,2864.5001937870747
3141.987569706884,2750.0023433761526
1251.0547900323156,818.4974938373812
2195.654258982894,3011.6257892011436
1539.4076875762885,1318.399696164468
2792.948515531382,2554.243589452858
1961.6510276290967,2111.154438348976
576.7224699352753,1946.0321809009808
5818.205427527832,5338.517478453339
744.9346748295271,2937.288243356994
940.3849741367379,983.2201798474402
1522.1147036991806,2299.637414322452
3641.7562553756175,4507.5155371787505
416.19865637310386,1135.6689591604666
3266.465183314001,2940.7704343580986
174.76506880608238,-323.99286120529564
5857.916204534556,5039.41172807919
1525.3305383844058,1145.1885055805938
2737.256240286872,3234.5801458411606
1001.2763401393596,951.4303464679037
1448.742836761839,1072.0423722582177
1535.7853287508153,1400.43841187816
1782.0942415498623,1641.5763605562943
4780.751863431918,4321.801045413313
718.6450530389003,238.02913759053558
1421.6805076087853,1188.1662432777077
1396.7430511432556,1393.8301239387374
3375.32356731629,3839.3896392996107
5152.941637338897,4552.97563344172
1885.0523303192572,1788.3118015878943
666.4231700233423,1070.544733246068
1459.0585402382706,2298.4185615458578
1695.745791143484,1317.2568099040295
2801.089570463863,3403.629640820694
1836.46014211643,1440.465039965515
1663.1420873094162,1551.3941877339482
246.1333094912808,62.808818606253226
1249.4416570523715,1125.2340025809617
370.5338068768895,1374.2884590522374
673.3140641553814,1171.548413775121
1212.5732786786314,1141.0256494715238
276.9231635753997,276.12434404121655
2357.543249824473,1843.1342530844413
479.1034420053524,1623.1866432645757
733.1166746770219,515.3656273993809
1539.1498342347838,1602.3411637126092
2001.3260947067447,1794.4228546417328
1445.7492930218475,1308.1841406749595
1844.2024490091242,1804.1774554449394
2454.6696912215657,2184.301406515501
5171.098688034204,4372.52942485612
1697.875662514674,1519.4428476519367
1628.3112965216055,2407.5600363380136
1845.468991848592,2023.7026348158097
3816.9917687352972,3692.817692278224
486.04752870117227,1363.777463713383
3987.564156263283,3822.33983702316
2504.117951804169,2915.572871470438
2033.111463584676,1443.3762720427765
762.6619643705799,1382.7902589116711
1082.6828067447022,1010.1844537933237
1300.0816635289634,1124.4609790333486
1040.8629904640557,925.3616490135876
2662.3880449566946,2169.7633635759385
3218.5545561310437,2582.521274938478
3858.8460332469813,3235.5761740468097
3164.4078674152747,2933.60372378214
1205.0712963972894,1320.5766673774688
307.3482881710764,194.39277169138518
2371.284391986556,2907.7432828606397
2792.2261409612047,2690.3066795095892
2294.9297049339903,2255.9571015968536
510.1181863046192,1565.6955303430973
3171.051252512465,2823.7152293773584
2662.3880449566946,2298.9598348913823
294.5017456695191,34.151279983275344
-87.28007999492797,-777.255888408584
2366.6427605524427,2088.0999394177034
3540.6088731007953,4151.290856065833
3202.896727831236,3285.6193694062795
4972.63653605245,4275.439518351748
1337.3517724664146,2141.1660378628744
5882.493911171132,5187.072176551279
1665.2587034272349,1519.4773464904629
3275.004138172744,3498.3934356301393
3958.6912895321757,3667.7570571381975
986.8047185012376,613.4138589321499
304.34881644334774,226.25535900664
1809.6317528109064,1899.4599813867444
3320.272533867968,2892.940081442944
3973.005651691057,3410.6694730409295
3730.458276295049,3609.3033122636116
2832.6235826090297,2400.016227547817
1661.3790799713654,1701.0130888324716
3612.3043198927653,4252.449244085874
2366.6427605524427,2342.404812938792
610.0643035840809,2721.1761238546833
850.4034786915806,612.2665396907107
3864.432744072884,3966.683968578478
592.5661819978078,2427.349067306014
3273.9671655953434,2720.2712471975383
2785.4465332500395,2768.2292186405816
-25.432204348825806,-72.07821359956222
3240.812639457025,3413.192464160331
2049.386112793443,2049.9912440832577
3203.5823024540387,2776.9980933575916
2521.6523333878235,2214.073340758135
1698.5409266468698,2518.9200383685784
1860.698191300355,1947.7270876007883
3896.7847651935604,3932.9790782380715
1357.553250151024,1172.4204965794172
3328.1138543111133,2964.589513492906
1858.0818507103995,1896.7348639854974
3050.9510521943707,3203.3237854134095
-89.37070279998751,-376.6381275715778
3216.0026642300154,3864.6856540875287
1465.344329771151,1231.6041911455623
3943.941968885476,3357.330417526268
1954.1490453477552,1875.0915127154697
293.95723676852697,791.7484030968458
5919.447828935327,5383.620949957962
2407.492641862576,2441.4915777476526
3860.621043695431,3864.9871903059766
346.8909113568683,1413.207017033281
2116.885299375312,1731.2887644189018
2792.948515531382,2855.3422263167417
3026.224760749181,2643.554025908432
1825.4817182252107,1655.7256165330027
1510.7772154461761,1015.8519934660774
3506.885884130172,4064.2308697754743
2723.229487961744,2520.872856827863
781.3095238419768,3023.882780955906
1531.9057052949465,1402.895485793206
3936.439986604133,3629.320143090538
452.8082765798124,1073.1268118804092
1596.6267717558649,1173.4572845428463
1602.4006878141654,1529.920101764219
1065.5654389812455,1346.9468768873826
1712.0894308112918,1865.0826870336691
1954.1490453477552,1866.8534151443857
1853.7285519435748,1938.3764198314545
745.2381887506406,2961.9170887155465
2822.0121983369627,2660.4873512643308
-87.58359391604144,-810.5329848258008
3403.975817271077,3180.144340173405
296.8536879719865,593.2978531891615
1704.8453018714542,1431.500116056209
304.6523303644612,319.67810369505105
1901.548072610488,1687.3259979742415
839.2477840393155,357.63985559273124
718.3871996973961,657.4296692233725
67.52796772705011,-388.1663248877717
3940.919449828855,3873.175665459693
3772.9448138761436,3611.3424960251937
430.78205482689964,1229.3447382726595
216.90218885262027,324.20186220587675
1636.501876585063,1522.025261972952
3730.7161296365525,3244.2850685866415
1560.6625321371182,1335.342872580067
3951.1893072508337,3592.8959820791097
3878.904365711006,4018.6069798692733
1074.0991954780147,1273.1345017419956
796.7573695798587,381.36943596027686
3137.6728742627315,2668.351719184694
2111.255335123656,2279.125103818261
2511.391105082062,2965.7909181353284
4195.075361195377,3756.222564231901
3210.826431393877,3132.653254079198
2778.47689389326,2770.5257077734104
2757.319834642661,3334.035996495764
3157.438228058494,2712.1335450295564
1816.6013921676865,1741.2767101044378
3878.904365711006,3897.901026652721
3531.183206147961,3210.1771094961478
1782.0154963251218,1619.2985689037268
3604.1539032568817,3690.723421615492
2391.423491777826,1922.4037133752804
822.179705423193,501.5420062167784
1306.2863487074185,967.6196467040204
3012.670100002041,2682.322985232834
1079.0536182355315,729.0396187036365
1909.0500548918296,1724.2217468099925
1742.310662468072,2710.6515904999837
2481.31198941044,3080.775995937691
2986.09771493393,3504.0369383621305
2400.523002505796,2208.6836041834813
2414.736770802414,2498.7635142105314
5919.447828935327,5389.832038218811
3896.7847651935604,4019.898214794902
331.98354421286035,1156.2082267881347
1389.2410688619138,1432.0306041958095
1004.5318349316929,486.61795059633437
1001.2763401393596,1074.4590317650764
770.345987777602,105.25832266278348
1892.4485618825174,1360.043309492662
1704.8453018714542,1779.0911491307477
2375.818044463548,2875.630442594267
3871.4023834296636,3827.074635535697
3250.3960332292518,2551.7788781323097
1822.1730164211301,1875.8344837044287
2654.1327729332465,2450.9353836143646
335.8600862859218,866.7441229311416
666.4231700233423,1184.8559796635905
703.6246471360829,2332.7711678041424
3108.6091914571502,2665.9179421565423
3828.108126859488,3576.809589014134
1690.1359068135373,1387.0354232475663
1435.6309701505506,1300.0016531422702
2652.3977194134327,2125.7855155280754
4333.612526923056,4174.557883219077
1619.1924267404934,1477.6845395420403
2962.9785613054414,2384.2036777842645
4310.982107432033,4031.265651992161
1346.5204480930468,878.2569450687529
3763.78683163969,3003.653086274066
1735.0375091901785,2563.124988724756
2049.712956593988,1872.715519540332
1629.5322372282828,1505.195863733659
1167.1613527454792,1825.908796044699
3824.1244611521215,3420.1861041838856
3203.5823024540387,2837.7084517784706
